****************************** PROCRANK MEMORY REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*VSS - Virtual Set Size,    RSS - Resident Set Size,    PSS - Proportional Set Size,    USS - Unique Set Size
*Time   PID       Vss      Rss      Pss      Uss  cmdline
16:23:02   3372   831764K  214796K  194365K  192036K  com.bestv.ott
16:23:05   3372   819356K  200928K  180493K  178168K  com.bestv.ott
16:23:07   3372   817796K  192092K  171653K  169328K  com.bestv.ott
16:23:10   3372   819232K  203620K  183203K  180900K  com.bestv.ott
16:23:13   3372   828160K  204376K  183959K  181656K  com.bestv.ott
16:23:15   3372   815668K  200104K  179687K  177384K  com.bestv.ott
16:23:18   3372   816244K  200300K  179883K  177580K  com.bestv.ott
16:23:21   3372   816052K  200196K  179779K  177476K  com.bestv.ott
16:23:24   3372   815668K  200112K  179690K  177388K  com.bestv.ott
16:23:26   3372   816084K  200148K  179726K  177424K  com.bestv.ott
16:23:29   3372   816052K  200200K  179778K  177476K  com.bestv.ott
16:23:32   3372   816052K  200200K  179778K  177476K  com.bestv.ott
16:23:35   3372   815892K  200116K  179695K  177392K  com.bestv.ott
16:23:37   3372   816212K  200304K  179882K  177580K  com.bestv.ott
16:23:40   3372   815988K  200188K  179766K  177464K  com.bestv.ott
16:23:43   3372   816052K  200204K  179783K  177480K  com.bestv.ott
16:23:46   3372   825256K  198972K  178550K  176248K  com.bestv.ott
16:23:50   3372   817940K  199532K  179110K  176808K  com.bestv.ott
16:23:53   3372   824024K  215196K  194732K  192388K  com.bestv.ott
16:23:56   3372   845500K  231052K  210606K  208280K  com.bestv.ott
16:23:59   3372   821388K  217076K  196630K  194304K  com.bestv.ott
16:24:01   3372   806768K  218232K  197786K  195460K  com.bestv.ott
16:24:04   3372   806444K  218376K  198096K  195708K  com.bestv.ott
16:24:07   3372   784496K  217040K  196702K  194368K  com.bestv.ott
16:24:10   3372   792632K  195088K  174758K  172460K  com.bestv.ott
16:24:13   3372   813200K  214200K  193870K  191572K  com.bestv.ott
16:24:16   3372   814148K  215972K  195642K  193344K  com.bestv.ott
16:24:18   3372   819376K  223208K  202878K  200580K  com.bestv.ott
16:24:21   3372   835756K  232596K  212242K  209920K  com.bestv.ott
16:24:24   3372   846320K  229944K  209574K  207244K  com.bestv.ott
16:24:26   3372   819232K  220032K  199678K  197356K  com.bestv.ott
16:24:29   3372   851412K  234256K  213862K  211532K  com.bestv.ott
16:24:32   3372   846484K  233096K  212702K  210372K  com.bestv.ott
16:24:34   3372   847160K  233704K  213310K  210976K  com.bestv.ott
16:24:37   3372   832384K  226024K  205571K  203228K  com.bestv.ott
16:24:40   3372   848160K  226460K  205985K  203632K  com.bestv.ott
16:24:43   3372   848668K  234244K  213763K  211424K  com.bestv.ott
16:24:45   3372   847000K  233700K  213219K  210880K  com.bestv.ott
16:24:48   3372   846744K  233640K  213165K  210828K  com.bestv.ott
16:24:51   3372   847288K  226444K  205953K  203608K  com.bestv.ott
16:24:53   3372   816740K  235840K  215258K  212896K  com.bestv.ott
16:24:56   3372   817376K  219504K  198980K  196632K  com.bestv.ott
16:24:59   3372   777588K  210844K  190541K  188124K  com.bestv.ott
16:25:01   3372   770024K  207972K  187217K  184384K  com.bestv.ott
16:25:04   3372   770104K  202020K  181261K  178428K  com.bestv.ott
16:25:06   3372   813828K  220288K  199455K  196584K  com.bestv.ott
16:25:09   3372   847832K  222340K  201427K  198552K  com.bestv.ott
16:25:12   3372   847832K  222396K  201483K  198608K  com.bestv.ott
16:25:14   3372   790712K  207232K  186370K  183512K  com.bestv.ott
16:25:17   3372   832184K  210656K  189681K  186808K  com.bestv.ott
16:25:20   3372   827784K  208652K  187802K  184960K  com.bestv.ott
16:25:22   3372   828652K  209116K  188240K  185392K  com.bestv.ott
16:25:25   3372   816504K  207804K  186998K  184140K  com.bestv.ott
16:25:27   3372   821392K  221076K  200230K  197352K  com.bestv.ott
16:25:30   3372   811892K  224604K  203841K  201004K  com.bestv.ott
16:25:33   3372   812608K  206728K  185965K  183128K  com.bestv.ott
16:25:36   3372   815040K  213988K  193225K  190388K  com.bestv.ott
16:25:39   3372   817896K  219024K  198261K  195424K  com.bestv.ott
16:25:41   3372   818156K  219732K  198969K  196132K  com.bestv.ott
16:25:44   3372   807628K  196212K  175449K  172612K  com.bestv.ott
16:25:47   3372   807628K  196420K  175657K  172820K  com.bestv.ott
16:25:49   3372   808052K  197964K  177201K  174364K  com.bestv.ott
16:25:52   3372   808996K  200664K  179901K  177064K  com.bestv.ott
16:25:55   3372   812248K  209284K  188521K  185684K  com.bestv.ott
16:25:57   3372   806736K  215780K  195017K  192180K  com.bestv.ott
16:26:00   3372   811324K  218144K  197381K  194544K  com.bestv.ott
16:26:03   3372   810292K  219536K  198773K  195936K  com.bestv.ott
16:26:06   3372   800316K  202236K  181473K  178636K  com.bestv.ott
16:26:08   3372   800056K  199896K  179133K  176296K  com.bestv.ott
16:26:11   3372   797772K  198816K  178053K  175216K  com.bestv.ott
16:26:14   3372   801860K  202856K  182093K  179256K  com.bestv.ott
16:26:16   3372   803420K  204212K  183264K  180408K  com.bestv.ott
16:26:19   3372   804100K  204912K  183915K  181108K  com.bestv.ott
16:26:22   3372   804652K  205236K  184237K  181428K  com.bestv.ott
16:26:25   3372   801800K  202116K  181117K  178308K  com.bestv.ott
16:26:28   3372   803392K  203932K  182933K  180124K  com.bestv.ott
16:26:30   3372   807520K  206436K  185437K  182628K  com.bestv.ott
16:26:33   3372   805928K  207160K  186161K  183352K  com.bestv.ott
16:26:36   3372   808500K  209548K  188549K  185740K  com.bestv.ott
16:26:39   3372   811360K  217148K  196149K  193340K  com.bestv.ott
16:26:42   3372   811556K  213564K  192565K  189756K  com.bestv.ott
16:26:45   3372   813604K  213340K  192341K  189532K  com.bestv.ott
16:26:47   3372   798604K  196412K  175413K  172604K  com.bestv.ott
16:26:50   3372   800144K  198180K  177180K  174372K  com.bestv.ott
16:26:53   3372   793236K  217952K  196921K  194096K  com.bestv.ott
16:26:55   3372   803624K  221496K  200387K  197552K  com.bestv.ott
16:26:58   3372   818372K  219324K  198164K  195332K  com.bestv.ott
16:27:01   3372   823176K  218140K  197051K  194236K  com.bestv.ott
16:27:04   3372   823820K  218860K  197739K  194916K  com.bestv.ott
16:27:06   3372   791512K  217244K  196123K  193300K  com.bestv.ott
16:27:09   3372   824236K  219164K  197995K  195172K  com.bestv.ott
16:27:12   3372   824236K  219164K  197995K  195172K  com.bestv.ott
16:27:14   3372   779812K  200072K  178937K  176120K  com.bestv.ott
16:27:17   3372   816020K  206076K  184804K  181960K  com.bestv.ott
16:27:20   3372   818296K  208604K  187432K  184608K  com.bestv.ott
16:27:22   3372   818420K  212380K  191342K  188528K  com.bestv.ott
16:27:25   3372   810656K  208644K  187606K  184792K  com.bestv.ott
16:27:28   3372   812376K  205676K  184638K  181824K  com.bestv.ott
16:27:31   3372   806684K  207576K  186493K  183724K  com.bestv.ott
16:27:34   3372   781884K  193140K  172059K  169292K  com.bestv.ott
16:27:37   3372   819688K  211856K  190776K  188008K  com.bestv.ott
16:27:40   3372   806328K  211092K  190011K  187244K  com.bestv.ott
16:27:42   3372   794188K  213660K  192687K  189956K  com.bestv.ott
16:27:46   3372   819536K  224320K  204107K  201356K  com.bestv.ott
16:27:48   3372   819456K  222480K  202267K  199516K  com.bestv.ott
16:27:51   3372   830920K  216364K  196151K  193400K  com.bestv.ott
16:27:54   3372   832520K  228732K  208517K  205764K  com.bestv.ott
16:27:57   3372   821076K  226492K  206281K  203528K  com.bestv.ott
16:28:00   3372   821156K  221392K  201157K  198380K  com.bestv.ott
16:28:02   3372   863968K  224596K  204343K  201560K  com.bestv.ott
16:28:05   3372   821596K  220144K  199909K  197132K  com.bestv.ott
16:28:08   3372   853844K  220792K  200499K  197708K  com.bestv.ott
16:28:10   3372   854440K  219328K  199035K  196244K  com.bestv.ott
16:28:13   3372   823848K  231572K  211295K  208508K  com.bestv.ott
16:28:16   3372   794840K  223356K  203079K  200292K  com.bestv.ott
16:28:18   3372   851508K  229672K  209084K  206204K  com.bestv.ott
16:28:21   3372   848116K  227768K  207431K  204636K  com.bestv.ott
16:28:24   3372   816544K  220864K  200527K  197732K  com.bestv.ott
16:28:26   3372   800988K  215036K  194681K  191880K  com.bestv.ott
16:28:29   3372   826020K  233204K  212847K  210044K  com.bestv.ott
16:28:32   3372   817576K  229476K  209121K  206320K  com.bestv.ott
16:28:34   3372   817288K  219288K  198969K  196180K  com.bestv.ott
16:28:37   3372   781692K  209292K  188630K  185968K  com.bestv.ott
16:28:40   3372   781692K  209292K  188580K  185948K  com.bestv.ott
16:28:42   3372   776476K  209120K  188490K  185860K  com.bestv.ott
16:28:45   3372   775452K  209116K  188486K  185856K  com.bestv.ott
16:28:47   3372   775452K  208792K  188311K  185652K  com.bestv.ott
16:28:50   3372   846320K  230920K  210198K  207480K  com.bestv.ott
16:28:53   3372   847964K  230672K  209949K  207232K  com.bestv.ott
16:28:56   3372   841932K  229200K  208592K  205904K  com.bestv.ott
16:28:58   3372   842480K  229364K  208756K  206068K  com.bestv.ott
16:29:01   3372   803024K  201836K  181335K  178624K  com.bestv.ott
16:29:04   3372   803036K  201824K  181323K  178612K  com.bestv.ott
16:29:07   3372   798028K  199984K  179525K  176856K  com.bestv.ott
16:29:09   3372   798444K  200124K  179665K  176996K  com.bestv.ott
16:29:12   3372   795356K  200132K  179673K  177004K  com.bestv.ott
16:29:15   3372   828564K  202772K  182178K  179452K  com.bestv.ott
16:29:18   3372   828764K  203036K  182442K  179716K  com.bestv.ott
16:29:21   3372   827124K  202236K  181674K  178964K  com.bestv.ott
16:29:23   3372   826320K  201852K  181354K  178676K  com.bestv.ott
16:29:26   3372   772320K  200656K  179998K  177240K  com.bestv.ott
16:29:30   3372   792900K  203664K  183102K  180392K  com.bestv.ott
16:29:33   3372   815932K  227512K  206918K  204192K  com.bestv.ott
16:29:36   3372   815756K  218088K  197546K  194864K  com.bestv.ott
16:29:39   3372   816844K  241628K  220894K  218148K  com.bestv.ott
16:29:42   3372   816512K  241740K  221150K  218452K  com.bestv.ott
16:29:44   3372   813760K  230716K  210066K  207348K  com.bestv.ott
16:29:47   3372   814060K  230512K  209898K  207192K  com.bestv.ott
16:29:50   3372   845372K  233108K  212405K  209692K  com.bestv.ott
16:29:53   3372   843896K  232428K  211840K  209156K  com.bestv.ott
16:29:56   3372   844508K  232764K  212138K  209444K  com.bestv.ott
16:29:59   3372   813660K  223592K  203004K  200320K  com.bestv.ott
16:30:02   3372   814016K  224140K  203595K  200960K  com.bestv.ott
16:30:04   3372   815536K  226120K  205715K  203088K  com.bestv.ott
16:30:07   3372   820136K  228896K  208537K  205868K  com.bestv.ott
16:30:10   3372   825976K  233464K  213240K  210556K  com.bestv.ott
16:30:13   3372   856772K  235092K  214785K  212108K  com.bestv.ott
16:30:15   3372   793932K  202204K  181852K  179160K  com.bestv.ott
16:30:18   3372   820428K  208396K  188150K  185476K  com.bestv.ott
16:30:21   3372   821524K  211656K  191355K  188700K  com.bestv.ott
16:30:23   3372   831092K  217096K  196795K  194140K  com.bestv.ott
16:30:26   3372   848672K  212108K  191763K  189100K  com.bestv.ott
16:30:28   3372   848608K  210680K  190335K  187672K  com.bestv.ott
16:30:31   3372   850848K  210708K  190365K  187700K  com.bestv.ott
16:30:34   3372   848608K  210732K  190389K  187724K  com.bestv.ott
16:30:36   3372   794536K  207324K  186987K  184324K  com.bestv.ott
16:30:39   3372   853564K  214600K  194164K  191480K  com.bestv.ott
16:30:42   3372   849360K  212200K  191800K  189128K  com.bestv.ott
16:30:44   3372   818500K  213412K  193031K  190364K  com.bestv.ott
16:30:47   3372   820404K  217952K  197532K  194852K  com.bestv.ott
16:30:50   3372   831596K  222768K  202306K  199612K  com.bestv.ott
16:30:52   3372   819552K  217180K  196799K  194132K  com.bestv.ott
16:30:55   3372   820368K  210340K  189893K  187204K  com.bestv.ott
16:30:58   3372   851972K  212088K  191657K  188984K  com.bestv.ott
16:31:00   3372   850640K  211576K  191145K  188472K  com.bestv.ott
16:31:03   3372   797264K  205644K  185124K  182428K  com.bestv.ott
16:31:06   3372   820448K  211132K  190605K  187912K  com.bestv.ott
16:31:08   3372   818748K  212116K  191700K  189036K  com.bestv.ott
16:31:11   3372   821240K  212128K  191709K  189044K  com.bestv.ott
16:31:13   3372   826668K  221512K  201136K  198472K  com.bestv.ott
16:31:16   3372   828292K  220132K  199756K  197092K  com.bestv.ott
16:31:19   3372   794724K  214356K  193937K  191272K  com.bestv.ott
16:31:22   3372   853892K  217232K  196754K  194104K  com.bestv.ott
16:31:25   3372   854180K  217332K  196872K  194168K  com.bestv.ott
16:31:27   3372   825616K  219708K  199260K  196560K  com.bestv.ott
16:31:30   3372   820476K  218016K  197589K  194892K  com.bestv.ott
16:31:33   3372   795804K  211392K  190965K  188268K  com.bestv.ott
16:31:35   3372   811492K  215156K  194779K  192124K  com.bestv.ott
16:31:38   3372   819816K  215204K  194849K  192168K  com.bestv.ott
16:31:41   3372   819592K  215172K  194817K  192136K  com.bestv.ott
16:31:43   3372   816260K  215948K  195572K  192888K  com.bestv.ott
16:31:46   3372   817104K  216468K  196091K  193408K  com.bestv.ott
16:31:49   3372   818684K  216652K  196275K  193592K  com.bestv.ott
16:31:51   3372   818188K  216844K  196605K  193984K  com.bestv.ott
16:31:55   3372   809012K  212056K  191863K  189208K  com.bestv.ott
16:31:57   3372   809620K  222212K  202135K  199468K  com.bestv.ott
16:32:00   3372   807076K  220620K  200521K  197868K  com.bestv.ott
16:32:03   3372   806620K  205496K  185390K  182744K  com.bestv.ott
16:32:05   3372   806492K  205416K  185227K  182572K  com.bestv.ott
16:32:08   3372   806236K  205328K  185139K  182484K  com.bestv.ott
16:32:11   3372   806620K  205552K  185363K  182708K  com.bestv.ott
16:32:13   3372   806300K  205332K  185143K  182488K  com.bestv.ott
16:32:16   3372   806460K  205352K  185163K  182508K  com.bestv.ott
16:32:18   3372   802460K  205456K  185267K  182612K  com.bestv.ott
16:32:22   3372   802652K  205572K  185383K  182728K  com.bestv.ott
16:32:24   3372   802236K  205356K  185167K  182512K  com.bestv.ott
16:32:27   3372   802460K  205460K  185271K  182616K  com.bestv.ott
16:32:30   3372   802652K  205576K  185387K  182732K  com.bestv.ott
16:32:32   3372   802428K  205460K  185271K  182616K  com.bestv.ott
16:32:35   3372   802428K  205472K  185283K  182628K  com.bestv.ott
16:32:38   3372   802652K  205652K  185463K  182808K  com.bestv.ott
16:32:40   3372   802652K  205668K  185479K  182824K  com.bestv.ott
16:32:43   3372   802460K  205612K  185423K  182768K  com.bestv.ott
16:32:46   3372   802620K  205616K  185427K  182772K  com.bestv.ott
16:32:49   3372   802076K  205420K  185231K  182576K  com.bestv.ott
16:32:51   3372   802620K  205616K  185427K  182772K  com.bestv.ott
16:32:54   3372   802652K  205700K  185511K  182856K  com.bestv.ott
16:32:57   3372   798300K  205460K  185271K  182616K  com.bestv.ott
16:32:59   3372   797228K  205512K  185321K  182668K  com.bestv.ott
16:33:02   3372   797260K  205536K  185345K  182692K  com.bestv.ott
16:33:05   3372   803424K  224444K  204125K  201408K  com.bestv.ott
16:33:08   3372   813144K  206652K  186399K  183736K  com.bestv.ott
16:33:11   3372   838876K  212596K  192271K  189584K  com.bestv.ott
16:33:13   3372   836752K  211056K  190731K  188044K  com.bestv.ott
16:33:16   3372   842456K  211244K  190901K  188208K  com.bestv.ott
16:33:19   3372   862220K  209416K  189118K  186452K  com.bestv.ott
16:33:22   3372   862608K  209696K  189359K  186684K  com.bestv.ott
16:33:24   3372   830536K  208976K  188657K  185988K  com.bestv.ott
16:33:27   3372   831732K  209092K  188755K  186092K  com.bestv.ott
16:33:30   3372   862680K  209952K  189554K  186880K  com.bestv.ott
16:33:33   3372   829796K  208660K  188374K  185708K  com.bestv.ott
16:33:36   3372   807316K  210016K  189724K  187064K  com.bestv.ott
16:33:40   3372   809164K  186008K  165662K  163048K  com.bestv.ott
16:33:43   3372   809560K  187360K  167012K  164396K  com.bestv.ott
16:33:46   3372   812548K  192392K  172044K  169428K  com.bestv.ott
16:33:48   3372   811340K  191520K  171172K  168556K  com.bestv.ott
16:33:52   3372   811444K  185292K  164944K  162328K  com.bestv.ott
16:33:55   3372   810716K  184564K  164216K  161600K  com.bestv.ott
16:33:58   3372   810208K  194896K  174548K  171932K  com.bestv.ott
16:34:01   3372   821344K  198576K  178189K  175564K  com.bestv.ott
16:34:03   3372   809556K  194384K  174036K  171420K  com.bestv.ott
16:34:06   3372   809172K  194212K  173864K  171248K  com.bestv.ott
16:34:09   3372   795652K  194096K  173748K  171132K  com.bestv.ott
16:34:12   3372   795876K  194184K  173836K  171220K  com.bestv.ott
16:34:14   3372   795716K  194140K  173792K  171176K  com.bestv.ott
16:34:17   3372   798084K  194272K  173924K  171308K  com.bestv.ott
16:34:20   3372   796036K  194144K  174013K  171376K  com.bestv.ott
16:34:22   3372   795716K  194100K  173969K  171332K  com.bestv.ott
16:34:25   3372   768944K  178968K  159356K  157128K  com.bestv.ott
16:34:28   3372   800156K  192588K  172520K  169852K  com.bestv.ott
16:34:31   3372   773312K  196720K  176702K  174080K  com.bestv.ott
16:34:34   3372   806672K  198680K  178604K  175924K  com.bestv.ott
16:34:36   3372   794764K  198660K  178602K  175932K  com.bestv.ott
16:34:39   3372   794764K  194624K  174566K  171896K  com.bestv.ott
16:34:42   3372   792668K  194520K  174461K  171792K  com.bestv.ott
16:34:45   3372   782416K  194624K  174532K  171848K  com.bestv.ott
16:34:48   3372   782476K  194640K  174536K  171848K  com.bestv.ott
16:34:50   3372   782476K  194640K  174537K  171848K  com.bestv.ott
16:34:53   3372   782284K  194504K  174984K  172844K  com.bestv.ott
16:34:56   3372   782284K  194544K  175013K  172868K  com.bestv.ott
16:34:59   3372   781320K  196544K  176970K  174804K  com.bestv.ott
16:35:01   3372   783256K  193912K  174381K  172236K  com.bestv.ott
16:35:04   3372   782384K  195488K  175935K  173780K  com.bestv.ott
16:35:07   3372   783696K  194684K  175131K  172976K  com.bestv.ott
16:35:10   3372   817488K  195464K  175843K  173636K  com.bestv.ott
16:35:13   3372   814780K  195348K  175748K  173552K  com.bestv.ott
16:35:16   3372   815300K  195480K  175848K  173636K  com.bestv.ott
16:35:18   3372   782452K  195316K  175702K  173496K  com.bestv.ott
16:35:21   3372   818936K  197104K  177256K  174956K  com.bestv.ott
16:35:24   3372   791544K  189356K  169526K  167232K  com.bestv.ott
16:35:27   3372   787524K  188164K  168505K  166296K  com.bestv.ott
16:35:29   3372   784864K  187860K  168201K  165992K  com.bestv.ott
16:35:32   3372   780696K  187824K  168165K  165956K  com.bestv.ott
16:35:35   3372   780696K  187824K  168165K  165956K  com.bestv.ott
16:35:38   3372   780696K  187824K  168165K  165956K  com.bestv.ott
16:35:41   3372   779112K  187144K  167559K  165388K  com.bestv.ott
16:35:43   3372   779304K  187212K  167595K  165408K  com.bestv.ott
16:35:46   3372   779496K  187280K  167653K  165460K  com.bestv.ott
16:35:49   3372   745692K  186912K  166736K  164220K  com.bestv.ott
16:35:51   3372   745668K  186760K  166926K  164264K  com.bestv.ott
16:35:54   3372   745668K  186760K  166926K  164264K  com.bestv.ott
16:35:57   3372   745800K  186844K  167004K  164352K  com.bestv.ott
16:35:59   3372   745668K  186836K  166996K  164344K  com.bestv.ott
16:36:02   3372   745668K  186836K  166993K  164344K  com.bestv.ott
16:36:05   3372   745668K  186836K  166992K  164344K  com.bestv.ott
16:36:07   3372   745668K  186836K  166992K  164344K  com.bestv.ott
16:36:10   3372   744628K  186828K  166983K  164336K  com.bestv.ott
16:36:13   3372   808844K  200940K  180781K  177976K  com.bestv.ott
16:36:16   3372   818372K  201392K  181215K  178404K  com.bestv.ott
16:36:18   3372   812228K  197812K  177783K  175032K  com.bestv.ott
16:36:21   3372   810704K  197716K  177735K  175008K  com.bestv.ott
16:36:24   3372   811572K  197832K  177803K  175052K  com.bestv.ott
16:36:27   3372   786776K  191324K  171228K  168448K  com.bestv.ott
16:36:29   3372   786808K  191324K  171229K  168448K  com.bestv.ott
16:36:32   3372   784956K  190444K  170429K  167680K  com.bestv.ott
16:36:35   3372   785180K  190444K  170429K  167680K  com.bestv.ott
16:36:37   3372   788180K  195864K  175819K  173060K  com.bestv.ott
16:36:40   3372   816316K  200904K  180880K  178148K  com.bestv.ott
16:36:43   3372   785596K  175748K  155677K  152920K  com.bestv.ott
16:36:45   3372   784684K  175712K  155641K  152884K  com.bestv.ott
16:36:48   3372   784684K  175712K  155641K  152884K  com.bestv.ott
16:36:51   3372   787624K  181508K  161370K  158596K  com.bestv.ott
16:36:54   3372   800748K  185092K  165014K  162260K  com.bestv.ott
16:36:56   3372   835012K  187280K  166949K  164152K  com.bestv.ott
16:36:59   3372   827752K  180476K  160261K  157492K  com.bestv.ott
16:37:02   3372   796480K  182952K  162804K  160048K  com.bestv.ott
16:37:05   3372   795304K  182812K  162666K  159908K  com.bestv.ott
16:37:07   3372   795304K  179748K  159599K  156840K  com.bestv.ott
16:37:10   3372   795336K  179756K  159604K  156844K  com.bestv.ott
16:37:13   3372   827100K  191612K  171445K  168700K  com.bestv.ott
16:37:15   3372   795020K  187236K  166950K  164188K  com.bestv.ott
16:37:18   3372   828788K  194400K  173868K  171128K  com.bestv.ott
16:37:21   3372   828328K  193916K  173426K  170692K  com.bestv.ott
16:37:24   3372   827424K  193472K  173114K  170396K  com.bestv.ott
16:37:27   3372   796232K  184260K  163750K  161016K  com.bestv.ott
16:37:29   3372   800808K  189712K  169266K  166520K  com.bestv.ott
16:37:32   3372   829724K  190736K  170304K  167564K  com.bestv.ott
16:37:35   3372   798068K  191136K  170572K  167820K  com.bestv.ott
16:37:38   3372   797552K  183044K  162583K  159848K  com.bestv.ott
16:37:40   3372   799928K  184028K  163407K  160656K  com.bestv.ott
16:37:43   3372   803116K  181964K  161201K  158436K  com.bestv.ott
16:37:46   3372   831244K  180692K  160163K  157424K  com.bestv.ott
16:37:49   3372   799932K  185296K  164566K  161812K  com.bestv.ott
16:37:51   3372   803260K  193492K  172542K  169768K  com.bestv.ott
16:37:54   3372   836888K  193920K  173323K  170528K  com.bestv.ott
16:37:57   3372   797696K  187792K  167617K  164952K  com.bestv.ott
16:38:00   3372   832504K  190204K  169874K  167132K  com.bestv.ott
16:38:03   3372   829756K  183112K  162663K  159904K  com.bestv.ott
16:38:06   3372   804580K  196244K  175876K  173192K  com.bestv.ott
16:38:08   3372   804580K  196244K  175876K  173192K  com.bestv.ott
16:38:11   3372   797912K  194256K  174052K  171392K  com.bestv.ott
16:38:14   3372   798488K  194384K  174117K  171448K  com.bestv.ott
16:38:16   3372   803348K  186996K  166573K  163820K  com.bestv.ott
16:38:19   3372   809044K  188224K  167714K  164948K  com.bestv.ott
16:38:22   3372   760272K  172904K  152881K  150228K  com.bestv.ott
16:38:25   3372   760272K  172904K  152881K  150228K  com.bestv.ott
16:38:28   3372   763600K  173740K  153596K  150948K  com.bestv.ott
16:38:30   3372   786132K  173788K  153612K  150932K  com.bestv.ott
16:38:33   3372   761472K  185356K  165272K  162676K  com.bestv.ott
16:38:36   3372   799252K  194456K  174310K  171688K  com.bestv.ott
16:38:39   3372   786152K  194112K  174013K  171408K  com.bestv.ott
16:38:42   3372   786088K  181824K  161736K  159136K  com.bestv.ott
16:38:44   3372   786152K  181884K  161785K  159180K  com.bestv.ott
16:38:47   3372   786152K  181884K  161785K  159180K  com.bestv.ott
16:38:50   3372   786280K  181884K  161785K  159180K  com.bestv.ott
16:38:53   3372   785768K  181792K  161708K  159112K  com.bestv.ott
16:38:56   3372   786344K  181896K  161792K  159184K  com.bestv.ott
16:38:59   3372   774256K  184104K  164016K  161416K  com.bestv.ott
16:39:01   3372   790068K  184156K  164072K  161476K  com.bestv.ott
16:39:04   3372   791296K  184884K  164764K  162148K  com.bestv.ott
16:39:08   3372   790276K  185896K  165812K  163216K  com.bestv.ott
16:39:11   3372   793504K  189500K  169416K  166820K  com.bestv.ott
16:39:14   3372   795988K  192524K  172440K  169844K  com.bestv.ott
16:39:17   3372   799744K  195880K  175796K  173200K  com.bestv.ott
16:39:20   3372   798040K  200600K  180721K  178004K  com.bestv.ott
16:39:23   3372   792408K  190692K  170504K  167700K  com.bestv.ott
16:39:26   3372   796652K  187980K  167515K  164640K  com.bestv.ott
16:39:28   3372   818460K  185064K  165120K  162396K  com.bestv.ott
16:39:31   3372   818524K  185088K  165128K  162396K  com.bestv.ott
16:39:34   3372   815276K  185036K  165093K  162368K  com.bestv.ott
16:39:37   3372   808332K  185572K  165600K  162872K  com.bestv.ott
16:39:40   3372   810332K  190692K  170566K  167808K  com.bestv.ott
16:39:42   3372   810364K  190736K  170610K  167852K  com.bestv.ott
16:39:45   3372   808512K  189580K  169604K  166876K  com.bestv.ott
16:39:48   3372   841944K  190976K  171112K  168368K  com.bestv.ott
16:39:51   3372   805068K  184292K  164399K  161664K  com.bestv.ott
16:39:54   3372   840764K  182144K  162278K  159552K  com.bestv.ott
16:39:56   3372   840156K  173188K  153325K  150600K  com.bestv.ott
16:39:59   3372   808316K  174504K  154662K  151944K  com.bestv.ott
16:40:02   3372   811988K  175388K  155447K  152696K  com.bestv.ott
16:40:05   3372   792752K  177104K  157274K  154560K  com.bestv.ott
16:40:08   3372   788208K  177788K  157919K  155192K  com.bestv.ott
16:40:11   3372   812152K  180540K  160710K  157996K  com.bestv.ott
16:40:13   3372   812344K  180540K  160710K  157996K  com.bestv.ott
16:40:16   3372   809356K  179168K  159338K  156624K  com.bestv.ott
16:40:19   3372   808300K  179260K  159430K  156716K  com.bestv.ott
16:40:22   3372   843856K  184132K  164126K  161376K  com.bestv.ott
16:40:25   3372   787508K  186404K  166381K  163628K  com.bestv.ott
16:40:27   3372   819784K  190984K  170965K  168212K  com.bestv.ott
16:40:30   3372   831528K  193512K  173449K  170680K  com.bestv.ott
16:40:33   3372   813148K  189512K  169636K  166916K  com.bestv.ott
16:40:36   3372   808324K  183740K  163835K  161108K  com.bestv.ott
16:40:39   3372   800444K  184660K  164538K  161776K  com.bestv.ott
16:40:41   3372   779884K  188232K  168270K  165540K  com.bestv.ott
16:40:44   3372   803488K  195608K  175651K  172880K  com.bestv.ott
16:40:47   3372   816276K  198272K  178315K  175544K  com.bestv.ott
16:40:50   3372   819496K  185312K  165355K  162584K  com.bestv.ott
16:40:53   3372   821364K  187380K  167422K  164652K  com.bestv.ott
16:40:56   3372   823808K  190144K  170186K  167416K  com.bestv.ott
16:40:59   3372   814472K  190756K  170866K  168124K  com.bestv.ott
16:41:02   3372   777464K  179952K  160080K  157340K  com.bestv.ott
16:41:04   3372   775160K  180176K  160316K  157580K  com.bestv.ott
16:41:07   3372   802896K  181752K  161820K  159060K  com.bestv.ott
16:41:10   3372   832064K  181896K  161918K  159168K  com.bestv.ott
16:41:13   3372   831680K  181836K  161883K  159140K  com.bestv.ott
16:41:15   3372   830960K  182288K  162309K  159580K  com.bestv.ott
16:41:18   3372   830640K  182268K  162300K  159576K  com.bestv.ott
16:41:21   3372   804040K  185928K  165821K  163056K  com.bestv.ott
16:41:24   3372   788860K  178800K  158845K  156124K  com.bestv.ott
16:41:26   3372   789712K  180440K  160393K  157640K  com.bestv.ott
16:41:29   3372   793252K  189672K  169553K  166780K  com.bestv.ott
16:41:32   3372   795716K  190844K  170895K  168172K  com.bestv.ott
16:41:35   3372   830696K  189960K  169501K  166684K  com.bestv.ott
16:41:38   3372   820556K  186212K  166213K  163492K  com.bestv.ott
16:41:40   3372   822140K  186548K  166454K  163704K  com.bestv.ott
16:41:43   3372   798960K  188088K  168085K  165360K  com.bestv.ott
16:41:46   3372   794856K  191104K  171038K  168300K  com.bestv.ott
