****************************** PROCRANK MEMORY REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*VSS - Virtual Set Size,    RSS - Resident Set Size,    PSS - Proportional Set Size,    USS - Unique Set Size
*Time   PID       Vss      Rss      Pss      Uss  cmdline
16:04:16   3372   716552K  207628K  184035K  181260K  com.bestv.ott
16:04:18   3372   716552K  207628K  184035K  181260K  com.bestv.ott
16:04:21   3372   716744K  207656K  184063K  181288K  com.bestv.ott
16:04:23   3372   716552K  207704K  184111K  181336K  com.bestv.ott
16:04:26   3372   716552K  207704K  184111K  181336K  com.bestv.ott
16:04:29   3372   716552K  207704K  184111K  181336K  com.bestv.ott
16:04:31   3372   716552K  207704K  184111K  181336K  com.bestv.ott
16:04:34   3372   716552K  207944K  184351K  181576K  com.bestv.ott
16:04:37   3372   716712K  207948K  184355K  181580K  com.bestv.ott
16:04:39   3372   715512K  207936K  184343K  181568K  com.bestv.ott
16:04:42   3372   716156K  221728K  198094K  195312K  com.bestv.ott
16:04:45   3372   716316K  221756K  198122K  195340K  com.bestv.ott
16:04:48   3372   828732K  239964K  216328K  213472K  com.bestv.ott
16:04:51   3372   850840K  262480K  239116K  236252K  com.bestv.ott
16:04:54   3372   790968K  217124K  193884K  191124K  com.bestv.ott
16:04:56   3372   790968K  216440K  193225K  190472K  com.bestv.ott
16:04:59   3372   757608K  206256K  182835K  179964K  com.bestv.ott
16:05:02   3372   764652K  210764K  187402K  184524K  com.bestv.ott
16:05:05   3372   764652K  210764K  187402K  184524K  com.bestv.ott
16:05:07   3372   764652K  210756K  187394K  184516K  com.bestv.ott
16:05:10   3372   764788K  204856K  181338K  178416K  com.bestv.ott
16:05:13   3372   787896K  217960K  194491K  191556K  com.bestv.ott
16:05:16   3372   826604K  211884K  188405K  185468K  com.bestv.ott
16:05:19   3372   822012K  210392K  186966K  184040K  com.bestv.ott
16:05:22   3372   788700K  210452K  187043K  184124K  com.bestv.ott
16:05:25   3372   790604K  211132K  187698K  184764K  com.bestv.ott
16:05:28   3372   786924K  210996K  187258K  184440K  com.bestv.ott
16:05:31   3372   821816K  225780K  201924K  199096K  com.bestv.ott
16:05:34   3372   820492K  225376K  201586K  198708K  com.bestv.ott
16:05:36   3372   820688K  225796K  201996K  199112K  com.bestv.ott
16:05:39   3372   819820K  225336K  201560K  198688K  com.bestv.ott
16:05:42   3372   820660K  225708K  201907K  199024K  com.bestv.ott
16:05:45   3372   820100K  225468K  201684K  198808K  com.bestv.ott
16:05:47   3372   768488K  203048K  179248K  176364K  com.bestv.ott
16:05:50   3372   819784K  221244K  197427K  194548K  com.bestv.ott
16:05:53   3372   819560K  221244K  197427K  194548K  com.bestv.ott
16:05:56   3372   816276K  222428K  198518K  195624K  com.bestv.ott
16:05:58   3372   821412K  222572K  198676K  195788K  com.bestv.ott
16:06:01   3372   820320K  222056K  198194K  195312K  com.bestv.ott
16:06:04   3372   765184K  200908K  176995K  174100K  com.bestv.ott
16:06:07   3372   806252K  218940K  195044K  192156K  com.bestv.ott
16:06:10   3372   807996K  215928K  191946K  189044K  com.bestv.ott
16:06:12   3372   820476K  218876K  194923K  192024K  com.bestv.ott
16:06:15   3372   823476K  216564K  192599K  189704K  com.bestv.ott
16:06:18   3372   820916K  214792K  190886K  188000K  com.bestv.ott
16:06:21   3372   819100K  214780K  190874K  187988K  com.bestv.ott
16:06:24   3372   819100K  212404K  188498K  185612K  com.bestv.ott
16:06:27   3372   819100K  212404K  188493K  185604K  com.bestv.ott
16:06:30   3372   833460K  218292K  194346K  191444K  com.bestv.ott
16:06:32   3372   807956K  211700K  188051K  185188K  com.bestv.ott
16:06:35   3372   802908K  205680K  182055K  179208K  com.bestv.ott
16:06:38   3372   786064K  187836K  164224K  161380K  com.bestv.ott
16:06:41   3372   788504K  191080K  167468K  164624K  com.bestv.ott
16:06:44   3372   793312K  195552K  171930K  169084K  com.bestv.ott
16:06:47   3372   802240K  186288K  162666K  159820K  com.bestv.ott
16:06:50   3372   803720K  189188K  165548K  162696K  com.bestv.ott
16:06:53   3372   807708K  191168K  167528K  164676K  com.bestv.ott
16:06:56   3372   794036K  188944K  165334K  162488K  com.bestv.ott
16:06:58   3372   761940K  187984K  164370K  161524K  com.bestv.ott
16:07:01   3372   810528K  197860K  174240K  171384K  com.bestv.ott
16:07:04   3372   803112K  198976K  175346K  172488K  com.bestv.ott
16:07:06   3372   792352K  197364K  173768K  170912K  com.bestv.ott
16:07:09   3372   769360K  197456K  173875K  171024K  com.bestv.ott
16:07:12   3372   796500K  202012K  178379K  175512K  com.bestv.ott
16:07:14   3372   794424K  202468K  178824K  175952K  com.bestv.ott
16:07:17   3372   794088K  204216K  180559K  177684K  com.bestv.ott
16:07:20   3372   793000K  203632K  180051K  177200K  com.bestv.ott
16:07:22   3372   802604K  197504K  173919K  171064K  com.bestv.ott
16:07:25   3372   800796K  197456K  173875K  171024K  com.bestv.ott
16:07:28   3372   793236K  197468K  173884K  171028K  com.bestv.ott
16:07:30   3372   792916K  197336K  173755K  170904K  com.bestv.ott
16:07:33   3372   813772K  195120K  171514K  168656K  com.bestv.ott
16:07:36   3372   773900K  196800K  173202K  170352K  com.bestv.ott
16:07:39   3372   794588K  205220K  181632K  178780K  com.bestv.ott
16:07:42   3372   792692K  204932K  181357K  178508K  com.bestv.ott
16:07:45   3372   792692K  203652K  180077K  177228K  com.bestv.ott
16:07:48   3372   792020K  203504K  179927K  177076K  com.bestv.ott
16:07:50   3372   791860K  203412K  179835K  176984K  com.bestv.ott
16:07:53   3372   792180K  203540K  179961K  177108K  com.bestv.ott
16:07:56   3372   791988K  203500K  179925K  177076K  com.bestv.ott
16:07:58   3372   791988K  203504K  179929K  177080K  com.bestv.ott
16:08:01   3372   790332K  202100K  178525K  175676K  com.bestv.ott
16:08:04   3372   765080K  197312K  173876K  171016K  com.bestv.ott
16:08:06   3372   801848K  198600K  175162K  172304K  com.bestv.ott
16:08:09   3372   801740K  199564K  176153K  173308K  com.bestv.ott
16:08:12   3372   788268K  196808K  173395K  170540K  com.bestv.ott
16:08:15   3372   820292K  193620K  170251K  167440K  com.bestv.ott
16:08:18   3372   822868K  199552K  176183K  173372K  com.bestv.ott
16:08:21   3372   825268K  204880K  181511K  178700K  com.bestv.ott
16:08:24   3372   825012K  204584K  181215K  178404K  com.bestv.ott
16:08:26   3372   825012K  201208K  177839K  175028K  com.bestv.ott
16:08:29   3372   825012K  201432K  178063K  175252K  com.bestv.ott
16:08:32   3372   825012K  201684K  178315K  175504K  com.bestv.ott
16:08:35   3372   825012K  201932K  178563K  175752K  com.bestv.ott
16:08:38   3372   825012K  202172K  178803K  175992K  com.bestv.ott
16:08:41   3372   825012K  202408K  179039K  176228K  com.bestv.ott
16:08:44   3372   825012K  202644K  179275K  176464K  com.bestv.ott
16:08:46   3372   825012K  202872K  179503K  176692K  com.bestv.ott
16:08:49   3372   825012K  203112K  179743K  176932K  com.bestv.ott
16:08:52   3372   816912K  203360K  179991K  177180K  com.bestv.ott
16:08:55   3372   816908K  203616K  180247K  177436K  com.bestv.ott
16:08:58   3372   833112K  203972K  180603K  177792K  com.bestv.ott
16:09:00   3372   833112K  204420K  181051K  178240K  com.bestv.ott
16:09:04   3372   833112K  204860K  181491K  178680K  com.bestv.ott
16:09:07   3372   820632K  205004K  181635K  178824K  com.bestv.ott
16:09:10   3372   804428K  204908K  181539K  178728K  com.bestv.ott
16:09:12   3372   815432K  200432K  177063K  174252K  com.bestv.ott
16:09:15   3372   815432K  200612K  177243K  174432K  com.bestv.ott
16:09:18   3372   801912K  200776K  177407K  174596K  com.bestv.ott
16:09:21   3372   801912K  200940K  177571K  174760K  com.bestv.ott
16:09:24   3372   801912K  201136K  177767K  174956K  com.bestv.ott
16:09:27   3372   801912K  201384K  178015K  175204K  com.bestv.ott
16:09:30   3372   801912K  201664K  178295K  175484K  com.bestv.ott
16:09:33   3372   801912K  201924K  178555K  175744K  com.bestv.ott
16:09:36   3372   803944K  204568K  181203K  178392K  com.bestv.ott
16:09:38   3372   795076K  197648K  174283K  171472K  com.bestv.ott
16:09:41   3372   795076K  197648K  174283K  171472K  com.bestv.ott
16:09:44   3372   755908K  189992K  166588K  163776K  com.bestv.ott
16:09:47   3372   763596K  191024K  167592K  164756K  com.bestv.ott
16:09:50   3372   810812K  202140K  178743K  175904K  com.bestv.ott
16:09:53   3372   788820K  196696K  173264K  170424K  com.bestv.ott
16:09:56   3372   796196K  203772K  180387K  177552K  com.bestv.ott
16:09:59   3372   815080K  206632K  183247K  180412K  com.bestv.ott
16:10:02   3372   810944K  206236K  182822K  179984K  com.bestv.ott
16:10:04   3372   810712K  205852K  182467K  179632K  com.bestv.ott
16:10:07   3372   810036K  205664K  182279K  179444K  com.bestv.ott
16:10:10   3372   810036K  205664K  182279K  179444K  com.bestv.ott
16:10:13   3372   810036K  205664K  182279K  179444K  com.bestv.ott
16:10:16   3372   810228K  205692K  182280K  179444K  com.bestv.ott
16:10:18   3372   810452K  205712K  182300K  179464K  com.bestv.ott
16:10:21   3372   810036K  205664K  182279K  179444K  com.bestv.ott
16:10:24   3372   810388K  205800K  182388K  179552K  com.bestv.ott
16:10:26   3372   812664K  206012K  182598K  179760K  com.bestv.ott
16:10:29   3372   810388K  205800K  182388K  179552K  com.bestv.ott
16:10:32   3372   813784K  205740K  182328K  179492K  com.bestv.ott
16:10:35   3372   814356K  205856K  182550K  179724K  com.bestv.ott
16:10:38   3372   822944K  206892K  183586K  180760K  com.bestv.ott
16:10:41   3372   826740K  211408K  188317K  185500K  com.bestv.ott
16:10:44   3372   830120K  206940K  183815K  180996K  com.bestv.ott
16:10:47   3372   828760K  206428K  183349K  180532K  com.bestv.ott
16:10:50   3372   812212K  207452K  184446K  181644K  com.bestv.ott
16:10:53   3372   813316K  208436K  185457K  182656K  com.bestv.ott
16:10:55   3372   814616K  209996K  187017K  184216K  com.bestv.ott
16:10:58   3372   815916K  211460K  188481K  185680K  com.bestv.ott
16:11:01   3372   816696K  212472K  189493K  186692K  com.bestv.ott
16:11:04   3372   818256K  214320K  191341K  188540K  com.bestv.ott
16:11:07   3372   819556K  215820K  192841K  190040K  com.bestv.ott
16:11:10   3372   821116K  213364K  190385K  187584K  com.bestv.ott
16:11:13   3372   815480K  216216K  193210K  190408K  com.bestv.ott
16:11:16   3372   823232K  223812K  200806K  198004K  com.bestv.ott
16:11:18   3372   826584K  230288K  207264K  204472K  com.bestv.ott
16:11:21   3372   823876K  222344K  199368K  196584K  com.bestv.ott
16:11:24   3372   816552K  221788K  198798K  196016K  com.bestv.ott
16:11:28   3372   816676K  222068K  199107K  196328K  com.bestv.ott
16:11:31   3372   799420K  205324K  182318K  179528K  com.bestv.ott
16:11:34   3372   795976K  203392K  180404K  177624K  com.bestv.ott
16:11:37   3372   788316K  204160K  181197K  178408K  com.bestv.ott
16:11:40   3372   791616K  207376K  184413K  181624K  com.bestv.ott
16:11:43   3372   791676K  208136K  185165K  182376K  com.bestv.ott
16:11:46   3372   785572K  208132K  185159K  182368K  com.bestv.ott
16:11:49   3372   787892K  208336K  185354K  182560K  com.bestv.ott
16:11:52   3372   785788K  202116K  179155K  176376K  com.bestv.ott
16:11:55   3372   805524K  244600K  222108K  219356K  com.bestv.ott
16:11:58   3372   783432K  224160K  201666K  198904K  com.bestv.ott
16:12:01   3372   789904K  206036K  183542K  180780K  com.bestv.ott
16:12:04   3372   782292K  195276K  172782K  170020K  com.bestv.ott
16:12:07   3372   756440K  202056K  179562K  176800K  com.bestv.ott
16:12:10   3372   792208K  220696K  198191K  195420K  com.bestv.ott
16:12:13   3372   780536K  220452K  197963K  195200K  com.bestv.ott
16:12:16   3372   780052K  211628K  189150K  186396K  com.bestv.ott
16:12:18   3372   780504K  211760K  189260K  186496K  com.bestv.ott
16:12:21   3372   780436K  211712K  189223K  186460K  com.bestv.ott
16:12:24   3372   780052K  211640K  189161K  186408K  com.bestv.ott
16:12:27   3372   780436K  211724K  189235K  186472K  com.bestv.ott
16:12:29   3372   780628K  212364K  189875K  187112K  com.bestv.ott
16:12:32   3372   816924K  193028K  170487K  167680K  com.bestv.ott
16:12:35   3372   816172K  192796K  170237K  167444K  com.bestv.ott
16:12:38   3372   782976K  193624K  171065K  168272K  com.bestv.ott
16:12:40   3372   790536K  212280K  189729K  186936K  com.bestv.ott
16:12:43   3372   790396K  219280K  196731K  193940K  com.bestv.ott
16:12:46   3372   790396K  219280K  196731K  193940K  com.bestv.ott
16:12:49   3372   790432K  220644K  198095K  195304K  com.bestv.ott
16:12:52   3372   782056K  187780K  165227K  162432K  com.bestv.ott
16:12:55   3372   781636K  187792K  165249K  162464K  com.bestv.ott
16:12:57   3372   781956K  187868K  165315K  162520K  com.bestv.ott
16:13:00   3372   781636K  187952K  165409K  162624K  com.bestv.ott
16:13:03   3372   781636K  187952K  165409K  162624K  com.bestv.ott
16:13:05   3372   750316K  187868K  165325K  162540K  com.bestv.ott
16:13:08   3372   766256K  199076K  176533K  173748K  com.bestv.ott
16:13:11   3372   772424K  193468K  170915K  168120K  com.bestv.ott
16:13:13   3372   772264K  193412K  170869K  168084K  com.bestv.ott
16:13:16   3372   772424K  193652K  171099K  168304K  com.bestv.ott
16:13:19   3372   772264K  193596K  171053K  168268K  com.bestv.ott
16:13:22   3372   772296K  193596K  171053K  168268K  com.bestv.ott
16:13:24   3372   772264K  193596K  171053K  168268K  com.bestv.ott
16:13:27   3372   772424K  193908K  171355K  168560K  com.bestv.ott
16:13:30   3372   791404K  188432K  165864K  163068K  com.bestv.ott
16:13:33   3372   772744K  188412K  165859K  163064K  com.bestv.ott
16:13:35   3372   755380K  199496K  176945K  174152K  com.bestv.ott
16:13:38   3372   774668K  188664K  166103K  163296K  com.bestv.ott
16:13:41   3372   772488K  187556K  165054K  162284K  com.bestv.ott
16:13:44   3372   788192K  208760K  186250K  183472K  com.bestv.ott
16:13:47   3372   789856K  211524K  189015K  186236K  com.bestv.ott
16:13:50   3372   794732K  216412K  194076K  191184K  com.bestv.ott
16:13:53   3372   794956K  216456K  194102K  191192K  com.bestv.ott
16:13:55   3372   793888K  215972K  193638K  190744K  com.bestv.ott
16:13:58   3372   796148K  217668K  195316K  192404K  com.bestv.ott
16:14:01   3372   796220K  217944K  195610K  192716K  com.bestv.ott
16:14:04   3372   796480K  218252K  195918K  193024K  com.bestv.ott
16:14:06   3372   796448K  210340K  188006K  185112K  com.bestv.ott
16:14:09   3372   806364K  193480K  171126K  168212K  com.bestv.ott
16:14:12   3372   788392K  194416K  172060K  169144K  com.bestv.ott
16:14:15   3372   797268K  200736K  178378K  175464K  com.bestv.ott
16:14:17   3372   799400K  201940K  179582K  176668K  com.bestv.ott
16:14:20   3372   800736K  203204K  180846K  177932K  com.bestv.ott
16:14:23   3372   797172K  206600K  184264K  181372K  com.bestv.ott
16:14:25   3372   800200K  209116K  186780K  183888K  com.bestv.ott
16:14:28   3372   802540K  211492K  189156K  186264K  com.bestv.ott
16:14:31   3372   805368K  212024K  189673K  186764K  com.bestv.ott
16:14:34   3372   803500K  213488K  191137K  188228K  com.bestv.ott
16:14:37   3372   803272K  212492K  190149K  187244K  com.bestv.ott
16:14:39   3372   806256K  209188K  186845K  183940K  com.bestv.ott
16:14:42   3372   806620K  208716K  186373K  183468K  com.bestv.ott
16:14:45   3372   805580K  208824K  186481K  183576K  com.bestv.ott
16:14:48   3372   805580K  209084K  186741K  183836K  com.bestv.ott
16:14:51   3372   805580K  209308K  186965K  184060K  com.bestv.ott
16:14:54   3372   805348K  208896K  186553K  183648K  com.bestv.ott
16:14:56   3372   806244K  209132K  186789K  183884K  com.bestv.ott
16:14:59   3372   806244K  209420K  187077K  184172K  com.bestv.ott
16:15:02   3372   786848K  213816K  191475K  188572K  com.bestv.ott
16:15:05   3372   782580K  202892K  180562K  177656K  com.bestv.ott
16:15:08   3372   788708K  217736K  195293K  192356K  com.bestv.ott
16:15:10   3372   802356K  204312K  181947K  179040K  com.bestv.ott
16:15:13   3372   801472K  197936K  175571K  172664K  com.bestv.ott
16:15:16   3372   802232K  198224K  175859K  172952K  com.bestv.ott
16:15:18   3372   801592K  197960K  175595K  172688K  com.bestv.ott
16:15:21   3372   801824K  198024K  175659K  172752K  com.bestv.ott
16:15:24   3372   817800K  215900K  193535K  190628K  com.bestv.ott
16:15:26   3372   785732K  198200K  175835K  172928K  com.bestv.ott
16:15:29   3372   786864K  198808K  176365K  173528K  com.bestv.ott
16:15:32   3372   795684K  216624K  194186K  191356K  com.bestv.ott
16:15:35   3372   799620K  220708K  198345K  195440K  com.bestv.ott
16:15:37   3372   793856K  207080K  184672K  181764K  com.bestv.ott
16:15:40   3372   824300K  211256K  189039K  186148K  com.bestv.ott
16:15:43   3372   798716K  208756K  186517K  183644K  com.bestv.ott
16:15:45   3372   795992K  216676K  194399K  191508K  com.bestv.ott
16:15:48   3372   789756K  197992K  175709K  172824K  com.bestv.ott
16:15:50   3372   788224K  197676K  175314K  172404K  com.bestv.ott
16:15:53   3372   788224K  197676K  175316K  172404K  com.bestv.ott
16:15:56   3372   788224K  197676K  175316K  172404K  com.bestv.ott
16:15:58   3372   788332K  197784K  175424K  172512K  com.bestv.ott
16:16:01   3372   788172K  197872K  175510K  172600K  com.bestv.ott
16:16:04   3372   788332K  198264K  175898K  172992K  com.bestv.ott
16:16:06   3372   788492K  198592K  176226K  173320K  com.bestv.ott
16:16:09   3372   788364K  199056K  176690K  173784K  com.bestv.ott
16:16:11   3372   788492K  199056K  176690K  173784K  com.bestv.ott
16:16:14   3372   788172K  199364K  176998K  174092K  com.bestv.ott
16:16:16   3372   788332K  200216K  177850K  174944K  com.bestv.ott
16:16:19   3372   788332K  200280K  177914K  175008K  com.bestv.ott
16:16:22   3372   788172K  200972K  178607K  175700K  com.bestv.ott
16:16:24   3372   788332K  201100K  178736K  175828K  com.bestv.ott
16:16:27   3372   788172K  198064K  175699K  172792K  com.bestv.ott
16:16:30   3372   788332K  198800K  176435K  173528K  com.bestv.ott
16:16:32   3372   788172K  198684K  176319K  173412K  com.bestv.ott
16:16:35   3372   787164K  198808K  176443K  173536K  com.bestv.ott
16:16:38   3372   778420K  209320K  186958K  184048K  com.bestv.ott
16:16:41   3372   812476K  214344K  191971K  189060K  com.bestv.ott
16:16:44   3372   811444K  213268K  187616K  184704K  com.bestv.ott
16:16:48   3372   783660K  207268K  184983K  182076K  com.bestv.ott
16:16:51   3372   834076K  227880K  205508K  202592K  com.bestv.ott
16:16:53   3372   837500K  227056K  204726K  201820K  com.bestv.ott
16:16:56   3372   837364K  227112K  204782K  201876K  com.bestv.ott
16:16:58   3372   837164K  227048K  204718K  201812K  com.bestv.ott
16:17:01   3372   836940K  227008K  204680K  201772K  com.bestv.ott
16:17:04   3372   781864K  208720K  186347K  183484K  com.bestv.ott
16:17:06   3372   782728K  215200K  192807K  189952K  com.bestv.ott
16:17:09   3372   808164K  215344K  192940K  190092K  com.bestv.ott
16:17:12   3372   837656K  230576K  208127K  205280K  com.bestv.ott
16:17:14   3372   836972K  206992K  184541K  181696K  com.bestv.ott
16:17:17   3372   810252K  207992K  185635K  182792K  com.bestv.ott
16:17:19   3372   787028K  215224K  192800K  190024K  com.bestv.ott
16:17:22   3372   807832K  213764K  191649K  188904K  com.bestv.ott
16:17:25   3372   807560K  215232K  193352K  190508K  com.bestv.ott
16:17:28   3372   807712K  215160K  193280K  190436K  com.bestv.ott
16:17:31   3372   807520K  202492K  180612K  177768K  com.bestv.ott
16:17:33   3372   814692K  209660K  187780K  184936K  com.bestv.ott
16:17:36   3372   804960K  209620K  187740K  184896K  com.bestv.ott
16:17:39   3372   805152K  198656K  176776K  173932K  com.bestv.ott
16:17:41   3372   804768K  198552K  176672K  173828K  com.bestv.ott
16:17:44   3372   804640K  198452K  176572K  173728K  com.bestv.ott
16:17:47   3372   804896K  198588K  176708K  173864K  com.bestv.ott
16:17:49   3372   804896K  198588K  176708K  173864K  com.bestv.ott
16:17:52   3372   804960K  198532K  176652K  173808K  com.bestv.ott
16:17:55   3372   804960K  198616K  176736K  173892K  com.bestv.ott
16:17:57   3372   804960K  198616K  176736K  173892K  com.bestv.ott
16:18:00   3372   804960K  198616K  176736K  173892K  com.bestv.ott
16:18:03   3372   837156K  201244K  179315K  176468K  com.bestv.ott
16:18:05   3372   839624K  201856K  179929K  177084K  com.bestv.ott
16:18:08   3372   837848K  201396K  179469K  176624K  com.bestv.ott
16:18:10   3372   834728K  202024K  180097K  177252K  com.bestv.ott
16:18:13   3372   801380K  205184K  183351K  180456K  com.bestv.ott
16:18:16   3372   802112K  210612K  188777K  185880K  com.bestv.ott
16:18:18   3372   806144K  206728K  184896K  182000K  com.bestv.ott
16:18:21   3372   820696K  226340K  204518K  201620K  com.bestv.ott
16:18:23   3372   809164K  222692K  200872K  197976K  com.bestv.ott
16:18:26   3372   810480K  202624K  180804K  177904K  com.bestv.ott
16:18:28   3372   815488K  205764K  183819K  180904K  com.bestv.ott
16:18:31   3372   794152K  206136K  184273K  181372K  com.bestv.ott
16:18:34   3372   822760K  206600K  184737K  181836K  com.bestv.ott
16:18:36   3372   825248K  206952K  185073K  182168K  com.bestv.ott
16:18:39   3372   816572K  197328K  175457K  172556K  com.bestv.ott
16:18:41   3372   826952K  199244K  177383K  174484K  com.bestv.ott
16:18:44   3372   818128K  204744K  182883K  179984K  com.bestv.ott
16:18:46   3372   779340K  184432K  162786K  159904K  com.bestv.ott
16:18:49   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:18:52   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:18:54   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:18:57   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:00   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:03   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:05   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:07   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:10   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:13   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:15   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:18   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:21   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:23   3372   779340K  184432K  162785K  159904K  com.bestv.ott
16:19:26   3372   779408K  184536K  162889K  160008K  com.bestv.ott
16:19:28   3372   808720K  187340K  165591K  162760K  com.bestv.ott
16:19:31   3372   808548K  189712K  167989K  165184K  com.bestv.ott
16:19:34   3372   808980K  205020K  183213K  180428K  com.bestv.ott
16:19:37   3372   810732K  208000K  186217K  183456K  com.bestv.ott
16:19:39   3372   836708K  207368K  185545K  182776K  com.bestv.ott
16:19:42   3372   779044K  195184K  173359K  170588K  com.bestv.ott
16:19:45   3372   818864K  204560K  182542K  179676K  com.bestv.ott
16:19:47   3372   854500K  209012K  187061K  184256K  com.bestv.ott
16:19:50   3372   850192K  213004K  191053K  188268K  com.bestv.ott
16:19:53   3372   850076K  210024K  188073K  185288K  com.bestv.ott
16:19:55   3372   848260K  209528K  187615K  184840K  com.bestv.ott
16:19:58   3372   849100K  209844K  187893K  185108K  com.bestv.ott
16:20:01   3372   848524K  209604K  187933K  185396K  com.bestv.ott
16:20:03   3372   849184K  199952K  178243K  175696K  com.bestv.ott
16:20:06   3372   816852K  200016K  178305K  175756K  com.bestv.ott
16:20:09   3372   824660K  201880K  180133K  177576K  com.bestv.ott
16:20:12   3372   848624K  210212K  188482K  185936K  com.bestv.ott
16:20:14   3372   848624K  210212K  188482K  185936K  com.bestv.ott
16:20:17   3372   849104K  210488K  188718K  186164K  com.bestv.ott
16:20:20   3372   797516K  208476K  186716K  184168K  com.bestv.ott
16:20:22   3372   823432K  209904K  188144K  185596K  com.bestv.ott
16:20:25   3372   823432K  209904K  188145K  185596K  com.bestv.ott
16:20:28   3372   823656K  211936K  190176K  187628K  com.bestv.ott
16:20:30   3372   817520K  205492K  183772K  181232K  com.bestv.ott
16:20:33   3372   817068K  196564K  174845K  172304K  com.bestv.ott
16:20:36   3372   806448K  205192K  183392K  180836K  com.bestv.ott
16:20:38   3372   820956K  206884K  185164K  182624K  com.bestv.ott
16:20:41   3372   825384K  215472K  193746K  191204K  com.bestv.ott
16:20:44   3372   807292K  221804K  200088K  197548K  com.bestv.ott
16:20:47   3372   807284K  221388K  199704K  197084K  com.bestv.ott
16:20:50   3372   805360K  202724K  181055K  178436K  com.bestv.ott
16:20:52   3372   795508K  202116K  180447K  177828K  com.bestv.ott
16:20:55   3372   796548K  202348K  180679K  178060K  com.bestv.ott
16:20:58   3372   798980K  202808K  181017K  178460K  com.bestv.ott
16:21:00   3372   800032K  205540K  183825K  181284K  com.bestv.ott
16:21:03   3372   794724K  202300K  180546K  177996K  com.bestv.ott
16:21:06   3372   771904K  202728K  180987K  178440K  com.bestv.ott
16:21:09   3372   807072K  204088K  182373K  179832K  com.bestv.ott
16:21:12   3372   801108K  207104K  185389K  182848K  com.bestv.ott
16:21:14   3372   804224K  210404K  188689K  186148K  com.bestv.ott
16:21:17   3372   805268K  211056K  189315K  186768K  com.bestv.ott
16:21:20   3372   805132K  211112K  189402K  186860K  com.bestv.ott
16:21:23   3372   804972K  211208K  189498K  186956K  com.bestv.ott
16:21:26   3372   804844K  211400K  189690K  187148K  com.bestv.ott
16:21:29   3372   804156K  211816K  190106K  187564K  com.bestv.ott
16:21:31   3372   829652K  215740K  193897K  191328K  com.bestv.ott
16:21:34   3372   818440K  204364K  182643K  180100K  com.bestv.ott
16:21:37   3372   819212K  206316K  184566K  182016K  com.bestv.ott
16:21:39   3372   817212K  205724K  184014K  181472K  com.bestv.ott
16:21:42   3372   819944K  211952K  190202K  187652K  com.bestv.ott
16:21:45   3372   852748K  216504K  194690K  192132K  com.bestv.ott
16:21:48   3372   818872K  212032K  190275K  187732K  com.bestv.ott
16:21:50   3372   819648K  205980K  184223K  181680K  com.bestv.ott
16:21:54   3372   827812K  215068K  194186K  191764K  com.bestv.ott
16:21:57   3372   829508K  216372K  195490K  193068K  com.bestv.ott
16:21:59   3372   830936K  218436K  197588K  195168K  com.bestv.ott
16:22:02   3372   822608K  208304K  187456K  185036K  com.bestv.ott
16:22:05   3372   822832K  207808K  187383K  184996K  com.bestv.ott
16:22:08   3372   822704K  207816K  187366K  184992K  com.bestv.ott
16:22:10   3372   823616K  197944K  177489K  175120K  com.bestv.ott
16:22:13   3372   841632K  212372K  191882K  189492K  com.bestv.ott
16:22:15   3372   844464K  227440K  206860K  204452K  com.bestv.ott
16:22:18   3372   846096K  229336K  208756K  206348K  com.bestv.ott
16:22:21   3372   825916K  216240K  195578K  193156K  com.bestv.ott
16:22:24   3372   860180K  223000K  202224K  199788K  com.bestv.ott
16:22:26   3372   860616K  223988K  203078K  200632K  com.bestv.ott
16:22:29   3372   830360K  216576K  195603K  193156K  com.bestv.ott
16:22:32   3372   831416K  216752K  195779K  193332K  com.bestv.ott
16:22:34   3372   815816K  216644K  195671K  193224K  com.bestv.ott
16:22:37   3372   805284K  214008K  193334K  190924K  com.bestv.ott
16:22:40   3372   812624K  218700K  198026K  195616K  com.bestv.ott
16:22:43   3372   790016K  215632K  194687K  192304K  com.bestv.ott
16:22:46   3372   810844K  220592K  200161K  197836K  com.bestv.ott
16:22:48   3372   813056K  221468K  201057K  198752K  com.bestv.ott
16:22:51   3372   841820K  222876K  202425K  200088K  com.bestv.ott
16:22:54   3372   841052K  222784K  202333K  199996K  com.bestv.ott
16:22:57   3372   841372K  222804K  202357K  200020K  com.bestv.ott
16:22:59   3372   813492K  210572K  190141K  187812K  com.bestv.ott
